gene1,gene2,interaction_type
FNBP4,ALDH1A2,same_pathway
FNBP4,ZNF558,regulation
PFDN1,SPI1,regulation
PFDN1,LINC02063,same_pathway
TRIM56,BNIP3,same_pathway
EFHB,TTLL11,regulation
ATP2B1-AS1,OR5V1,coexpression
ATP2B1-AS1,LINC02991,coexpression
ATP2B1-AS1,LHX6,regulation
CDCA7P2,MAPKAPK5,coexpression
CDCA7P2,KRT19P2,coexpression
LINC00489,BICD1-AS1,same_pathway
LINC00489,-,regulation
LINC00489,ITGB8,regulation
LINC00489,XIRP2,coexpression
LINC00489,COX10-DT,coexpression
ZNF229,PPP1R2P5,coexpression
ZNF229,CICP17,coexpression
ZNF229,TMOD1,same_pathway
LINC02114,GAPDHP15,regulation
LINC02114,ARL6IP1P2,regulation
LINC02114,UGT1A10,regulation
CD72,UBR5,same_pathway
CD72,TXNL1,same_pathway
CD72,MIR302F,regulation
CD72,CNTNAP5,coexpression
CD72,BLNK,same_pathway
CD72,AOX1,coexpression
CD72,LINC01965,coexpression
CD72,APBA1,regulation
CEACAM20,SRC,regulation
CEACAM20,RERG,same_pathway
CEACAM20,UBE2V2,regulation
CEACAM20,TEX41,regulation
CEACAM20,SEC24B,same_pathway
SRRM1P2,RNU6-1213P,regulation
SRRM1P2,CCDC33,same_pathway
SRRM1P2,LINC02986,same_pathway
JPH3,LINC03041,coexpression
ARF4P4,RNU6-793P,regulation
ARHGAP45,SCN8A,coexpression
EPHA1,MIR572,same_pathway
EPHA1,LINC02699,same_pathway
RPL7P6,LINC02763,same_pathway
RPL7P6,SPRY2,regulation
RPL7P6,CHST10,coexpression
TEAD1,FHOD3,coexpression
TEAD1,RNU6-1213P,same_pathway
TEAD1,TRIM51G,regulation
TEAD1,RPL12P37,same_pathway
TEAD1,BARHL2,same_pathway
OR2B2,LINC00524,same_pathway
OR2B2,RASSF5,coexpression
OR2B2,NCKIPSD,same_pathway
OR2B2,CTNNA2,regulation
OR2B2,LINC02333,same_pathway
RN7SKP207,CASC8,coexpression
RN7SKP207,FBXL12P1,regulation
RN7SKP207,TREM2,coexpression
LYPLA1P1,LINC02438,regulation
LYPLA1P1,SAP30L,coexpression
LYPLA1P1,ADAMTS20,same_pathway
LYPLA1P1,BLOC1S3,coexpression
LYPLA1P1,ARHGAP45,coexpression
LYPLA1P1,SYNGAP1,same_pathway
LYPLA1P1,RPL21P119,coexpression
LYPLA1P1,RBBP4P3,regulation
LYPLA1P1,EP300-AS1,regulation
LYPLA1P1,LINC02762,coexpression
LYPLA1P1,EMB,same_pathway
LYPLA1P1,PRIM2BP,coexpression
LYPLA1P1,HP1BP3,regulation
LINC02210-CRHR1,LINC02059,coexpression
LINC02210-CRHR1,EXO1,regulation
MAP7D3,FAR2,same_pathway
FHOD3,EPS15P1,regulation
MTCO3P30,BORCS5,same_pathway
MTCO3P30,PSMC3,regulation
MTCO3P30,CTNNA1,same_pathway
MTCO3P30,RFPL4AP3,regulation
LRRC25,CTAGE3P,coexpression
LRRC25,MIR137HG,same_pathway
CDK13,LINC02327,coexpression
CDK13,EGLN3,same_pathway
CDK13,SCFD2,coexpression
VAT1L,FILNC1,coexpression
VAT1L,LINC02518,regulation
TMEM272,SNX19,coexpression
TMEM272,GCNT7,regulation
HP1BP3,SUMO2P1,regulation
HP1BP3,ATG2A,regulation
HP1BP3,SDK1,coexpression
HP1BP3,UBE2QL1,coexpression
LINC00377,RLIG1P3,coexpression
LINC00377,BLNK,same_pathway
LINC00377,CASS4,same_pathway
LINC00377,TMEM132C,coexpression
LINC00377,TXNL1,coexpression
LINC00377,KDM4B,coexpression
LINC00377,KANSL1,coexpression
LINC00377,CADPS,regulation
LINC00377,PPP1R21-DT,same_pathway
LINC00377,LINC01470,same_pathway
RPH3A,RMDN2-AS1,coexpression
MKNK2P1,MIR8074,coexpression
MKNK2P1,LINC02429,regulation
PMS2CL,NRXN1,regulation
PMS2CL,PCDHGA4,coexpression
PMS2CL,VAV3-AS1,coexpression
LINC01680,SEM1,same_pathway
LINC01680,RAB11AP2,coexpression
LINC02651,SEMA6D,same_pathway
LINC02651,PCDHA2,same_pathway
LINC02651,LINC02328,same_pathway
LINC02651,RPL21P47,regulation
H3P28,RPL36AP40,coexpression
LINC00543,LINC01179,coexpression
LINC00543,RN7SL691P,same_pathway
LINC00543,SPI1,same_pathway
LINC00543,LINC02822,coexpression
TSHZ2,UBE2QL1,regulation
TSHZ2,KCNJ3,regulation
RAB1A,RPS16P9,regulation
LRBA,LINC01957,same_pathway
LRBA,TNRC6C,coexpression
LRBA,ZSWIM2,coexpression
LRBA,LINC01861,coexpression
PPP1R21-DT,RNA5SP431,coexpression
PPP1R21-DT,LRRN2,coexpression
NEGR1,TRIM56,coexpression
NEGR1,LINC01789,coexpression
NEGR1,MIR548AE1,coexpression
NEGR1,NBAS,coexpression
RNU7-106P,LINC02101,same_pathway
RNU7-106P,TBC1D9,same_pathway
TMEM94,USP6NL-AS1,coexpression
TMEM94,RPL7AP61,regulation
TMEM94,BORCS7-ASMT,coexpression
TMEM94,RNU6-1325P,same_pathway
EEF1A1P17,MYO16,regulation
EEF1A1P17,ARFGEF2,same_pathway
EEF1A1P17,MOB3B,same_pathway
EEF1A1P17,RN7SKP224,regulation
EEF1A1P17,EPHA1,same_pathway
EEF1A1P17,SSRP1,regulation
EEF1A1P17,MIR4432HG,coexpression
DCBLD1,APOC2,regulation
DCBLD1,STK32B,same_pathway
DCBLD1,PDS5B,regulation
DCBLD1,CEACAM16-AS1,same_pathway
CDCA7L,LINC02375,regulation
CDCA7L,LINC01231,same_pathway
CDCA7L,ZNF462,same_pathway
TECTA,HAND1,same_pathway
TECTA,RNA5SP281,same_pathway
TECTA,LYPLA1P1,same_pathway
TECTA,LINC02898,regulation
SMILR,NFIC,regulation
SMILR,KLHDC1,same_pathway
SMILR,POT1-AS1,coexpression
MIR2113,NTRK3,coexpression
CTNNA1P1,ASIP,regulation
FUT2,THEM7P,regulation
FUT2,LINC01036,regulation
FUT2,UBBP4,coexpression
LINC02177,OR4S1,coexpression
LINC02177,OACYLP,regulation
MTHFD1L,NUP160,same_pathway
MTHFD1L,KCNH5,same_pathway
MTHFD1L,SEM1,regulation
MTHFD1L,KIR3DL2,same_pathway
RAB20,RN7SKP120,regulation
RAB20,GAPDHP15,same_pathway
RAB20,PCDHGA4,regulation
RAB20,LPXN,same_pathway
RAB20,BORCS5,regulation
MIR670HG,CST13P,coexpression
CDIPTOSP,NCKIPSD,coexpression
CDON,APOE,regulation
MPP3,FARP1,coexpression
MPP3,XIRP2,regulation
MPP3,INSIG1,same_pathway
MPP3,FAM163A,same_pathway
MPP3,EFL1,same_pathway
LINC01081,SLC12A2-DT,same_pathway
LINC01081,GATAD2A,coexpression
LINC01081,SCARA5,regulation
LINC01081,COX10-DT,same_pathway
LINC01081,DLEU1,same_pathway
CAMTA1,NME8,regulation
HBEGF,PIK3CG,regulation
HBEGF,LINC00895,same_pathway
HBEGF,RNA5SP107,coexpression
HBEGF,KRT18P64,same_pathway
HBEGF,LINC01776,coexpression
MEGF10,CIR1P1,regulation
MEGF10,ZNF223,regulation
SHISA6,BORCS5,same_pathway
SHISA6,KRT18P16,coexpression
SHISA6,LINC02109,coexpression
SHISA6,RNU6-543P,regulation
SYPL1,OR10A6,coexpression
CECR7,SNX9,regulation
CECR7,TRAIP,regulation
CECR7,IP6K1,same_pathway
CECR7,TEX41,coexpression
PPP4R3A,BZW2,same_pathway
PPP4R3A,LINC01682,same_pathway
PPP4R3A,LINC01868,same_pathway
PPP4R3A,TCF7L2,same_pathway
PPP4R3A,TRIM51CP,coexpression
NECAP1P1,ZFTRAF1,coexpression
NECAP1P1,PSTPIP1,regulation
NECAP1P1,EZRP1,same_pathway
NECAP1P1,LYPLA1P1,coexpression
NECAP1P1,ZNF594-DT,coexpression
DHDDS-AS1,HMGB1P45,coexpression
DHDDS-AS1,AFF4-DT,same_pathway
OR5G4P,RNA5SP281,coexpression
OR5G4P,GMNC,same_pathway
OR5G4P,CKAP5,regulation
RPL7AP81,OR4S1,same_pathway
RPL7AP81,SCAPER,coexpression
RPL7AP81,PLCG2,coexpression
CDC42EP3-AS1,OR5V1,same_pathway
CDC42EP3-AS1,ARFGEF3,coexpression
FMN2,ATP5MFP3,regulation
FMN2,ZBED5-AS1,regulation
FMN2,UNC13A,coexpression
FMN2,SEC61G-DT,same_pathway
FMN2,RNU6-869P,same_pathway
CASC8,TRIP6,regulation
CASC8,PCDH7,coexpression
CASC8,SEMA3C,coexpression
NPEPPSP1,LINC02328,coexpression
NPEPPSP1,RPL23AP22,coexpression
TIAL1P1,LINC02307,same_pathway
TIAL1P1,FSIP2-AS1,coexpression
TIAL1P1,ATP5MC2P2,regulation
TIAL1P1,CST8,regulation
TIAL1P1,HTR1A,coexpression
TIAL1P1,GEMIN7-AS1,same_pathway
TIAL1P1,GBA3,same_pathway
TIAL1P1,PCDHA4,same_pathway
TIAL1P1,ARFGAP2,same_pathway
TIAL1P1,CDCA7L,regulation
TIAL1P1,STAU1,same_pathway
IL21-AS1,RIN3,same_pathway
IL21-AS1,ABAT,regulation
IL21-AS1,CLDN17,coexpression
IL21-AS1,NANOS2,coexpression
TCAM1P,RAB1A,same_pathway
TCAM1P,RNU6-793P,same_pathway
TCAM1P,OR2AE1,regulation
TCAM1P,LINC02986,same_pathway
TREML5P,LILRA5,same_pathway
TREML5P,LINC01720,same_pathway
TREML5P,ANGPT4,coexpression
RDX,CDH7,same_pathway
RDX,HMGB3P23,same_pathway
RDX,MIR5702,regulation
RDX,ARSI,coexpression
RDX,SPG11,same_pathway
NBAS,USP8,same_pathway
NKX2-6,SIPA1L1-AS1,same_pathway
NKX2-6,BORCS5,coexpression
NKX2-6,DAG1,same_pathway
NKX2-6,MIR29B2CHG,same_pathway
NKX2-6,ZNF594-DT,regulation
NKX2-6,RET,coexpression
LINC02808,LSM12,coexpression
LINC02808,REDIC1,regulation
LINC02808,LINC02762,coexpression
LINC02063,ABCA1,same_pathway
LINC02063,LINC02822,coexpression
LINC02063,KIFC3,same_pathway
LINC02063,RNU6-869P,regulation
FAM240B,ARIH2,regulation
FAM240B,SVIL,same_pathway
FAM240B,LINC01470,regulation
RN7SL836P,APH1B,same_pathway
RN7SL836P,MIR3201,coexpression
CD2AP-DT,LINC02131,same_pathway
PRSS12,SUZ12P1,coexpression
PRSS12,SORL1,same_pathway
PRSS12,TMEM184A,regulation
PRSS12,LINC01288,same_pathway
PRSS12,VWA5B1,same_pathway
SIPA1L1-AS1,WDR70,same_pathway
SIPA1L1-AS1,MRPL50P4,regulation
SIPA1L1-AS1,MSH2,same_pathway
SIPA1L1-AS1,FCER1G,regulation
LINC02498,OR2B2,coexpression
LINC02498,CNN2,regulation
LINC02498,SLC2A9-AS1,regulation
LINC02498,CADM2,coexpression
LINC02498,DPPA3P9,coexpression
EXOC4,PRSS16,regulation
ZNF292,EGLN3,same_pathway
ZNF292,SESTD1,coexpression
ZNF292,TNIP1,regulation
ZNF292,APOC4,same_pathway
CENPE,NMNAT1P2,same_pathway
CENPE,ZP3P2,coexpression
CENPE,GDAP1L1,regulation
CENPE,PRRT1,same_pathway
SLC38A1,ZAN,regulation
SLC38A1,LINC01720,same_pathway
SLC38A1,KCNH8,coexpression
SLC38A1,ARL6IP1P2,coexpression
SLC38A1,CDHR3,regulation
PDE1A,SREBF1,coexpression
PDE1A,SORBS2,regulation
PDE1A,HSPA6,coexpression
PDE1A,APH1B,regulation
MAP3K20-AS1,USH2A,same_pathway
MAP3K20-AS1,RNU6-1307P,same_pathway
MAP3K20-AS1,MIR924HG,coexpression
MAP3K20-AS1,PLCG2,coexpression
RPL12P40,CLPTM1,regulation
RPL12P40,LINC02109,same_pathway
RPL12P40,ACE,regulation
EBLN3P,RNU6-261P,same_pathway
AHCYL1,PDK4-AS1,coexpression
AHCYL1,PROK2,regulation
AHCYL1,CLU; CLU; CLU,regulation
STK3,LINC00423,same_pathway
STK3,LINC01994,same_pathway
RN7SKP250,NDUFAF2,regulation
RN7SKP250,CELSR1,regulation
RN7SKP250,TSPAN14,regulation
RN7SKP250,OFCC1,regulation
RN7SKP250,CLYBL,regulation
RN7SKP250,SLC16A9,regulation
RN7SKP250,DYNLL1P4,same_pathway
RN7SKP250,ITSN2,regulation
NDUFAF2,NOP56P1,coexpression
NDUFAF2,RPL3P8,regulation
NDUFAF2,LINC02181,same_pathway
NDUFAF2,RNU6-546P,same_pathway
NDUFAF2,RPL3P11,same_pathway
NDUFAF2,PILRB,same_pathway
KANSL1,RNA5SP459,regulation
KANSL1,ZNF334,regulation
KANSL1,LINC00917,same_pathway
KANSL1,ZKSCAN4,regulation
KANSL1,RNA5SP375,coexpression
MIR155HG,PHF14,coexpression
MIR155HG,ISCA1P1,same_pathway
MIR155HG,CD55,coexpression
MIR155HG,GFPT1,same_pathway
NXT1P1,LINC02177,same_pathway
NXT1P1,RN7SL636P,regulation
NXT1P1,PAK2,coexpression
NXT1P1,RHBDF1,coexpression
NXT1P1,LINC01179,same_pathway
RNF123,TCF20,coexpression
RNF123,ATXN1-AS1,coexpression
RNF123,FRMD5,regulation
RNF123,RNU1-150P,regulation
RNF123,DAPK2,same_pathway
LINC01243,BICD1-AS1,same_pathway
LINC01243,LINC01288,regulation
LINC01243,HMGB1P26,regulation
LINC03007,DMXL1,same_pathway
Y_RNA,RBCK1,same_pathway
Y_RNA,BRD1,regulation
Y_RNA,PRSS12,coexpression
Y_RNA,ZNF232-AS1,regulation
PRKAA1,PUS1,regulation
PRKAA1,HSPA5P1,coexpression
PRKAA1,INSIG1,coexpression
PRKAA1,LINC02585,regulation
PRKAA1,RN7SKP188,regulation
LINC01567,RNU6-1037P,same_pathway
LINC01567,ID2-AS1,same_pathway
LINC01567,PPP1CC,regulation
CEACAM19,SYNPR-AS1,coexpression
HIGD1AP3,GYG1P2,regulation
HIGD1AP3,TRIB1,coexpression
HIGD1AP3,RNU4ATAC8P,regulation
CCDC91,LINC01428,coexpression
CCDC91,FOXP1,coexpression
AP2A2,NCOA5LP,same_pathway
AP2A2,MIR646HG,coexpression
AP2A2,NAALADL2,same_pathway
ZNF366,SEMA3F,regulation
ZNF366,VWA5B1,same_pathway
TACC2,TSPAN16,coexpression
TACC2,RPL31P31,coexpression
TACC2,LINC00927,same_pathway
TACC2,ERCC1,same_pathway
TACC2,ZNF652,regulation
CHRNE,EPIC1,coexpression
CHRNE,AICDA,coexpression
CHRNE,CDON,regulation
CHRNE,PILRA,same_pathway
CHRNE,PDE7B,coexpression
HYAL2,IQCK,regulation
HYAL2,OR8H1,coexpression
HYAL2,RAB20,same_pathway
HYAL2,PCDHA2,regulation
HYAL2,EGLN3,coexpression
ANO3,AP2A2,regulation
ANO3,LINC02406,coexpression
ADAD2,STEAP3-AS1,same_pathway
ADAD2,RNU2-36P,coexpression
SRGAP3,LINC02496,regulation
SRGAP3,H3C9P,same_pathway
SRGAP3,ST3GAL3-AS1,coexpression
LINC01429,SETX,same_pathway
LINC01429,HID1-AS1,coexpression
SIPA1L2,OR7E136P,coexpression
SIPA1L2,IMPDH1P7,same_pathway
SIPA1L2,MOG,regulation
SIPA1L2,PHF21B,coexpression
SIPA1L2,HMGB3P12,same_pathway
LINC02552,DPPA3P9,same_pathway
LINC02552,CR1; CR1,regulation
LINC02552,RAB21,coexpression
RN7SKP33,ABCF3,regulation
RN7SKP33,RFC3,coexpression
RN7SKP33,HS3ST3B1,regulation
RN7SKP33,B3GALT1,same_pathway
RN7SKP33,PPIAP45,coexpression
FAM193B-DT,PRSS36,coexpression
FAM193B-DT,GRIN2B,same_pathway
FAM193B-DT,PLCL1,same_pathway
FAM193B-DT,CDC5L,regulation
FAM193B-DT,PKNOX2,same_pathway
FAM193B-DT,POLR1G,same_pathway
FAM193B-DT,PROX1-AS1,regulation
FAM193B-DT,LINC02429,same_pathway
FAM193B-DT,MVK,coexpression
FAM193B-DT,LINC00550,same_pathway
FAM193B-DT,LINC01960,coexpression
FAM193B-DT,PHF14,regulation
FAM193B-DT,LIMS2,regulation
CTSB,PROX1-AS1,regulation
CTSB,TANK-AS1,regulation
CTSB,SIPA1L1-AS1,coexpression
CTSB,MIR646HG,same_pathway
CTSB,ZSCAN12,same_pathway
NHLH1,UFC1,same_pathway
NHLH1,RPLP0P5,same_pathway
NHLH1,NBEAL1,regulation
NHLH1,FOXE1,same_pathway
RNU6-1060P,LINC02370,same_pathway
PPIAP59,IRGC,regulation
PPIAP59,SNX19,coexpression
RAB9BP1,MSRA,coexpression
RAB9BP1,TLN2,regulation
RAB9BP1,EGFLAM,coexpression
RAB9BP1,ZNF970P,regulation
RAB9BP1,KCNH8,coexpression
CR1,CATSPERB,coexpression
CR1,CUL2,same_pathway
CR1,RN7SL167P,coexpression
PIK3C2G,NEK10,coexpression
PIK3C2G,CADPS2,coexpression
PIK3C2G,VAT1L,regulation
BLOC1S3,NMNAT1P2,coexpression
HLA-DQA1,TPTE2P2,coexpression
HLA-DQA1,DIO2,same_pathway
HLA-DQA1,MRPL39,coexpression
HLA-DQA1,KLHL36,coexpression
HLA-DQA1,EFCAB3,regulation
HLA-DQA1,SNX19,regulation
HLA-DQA1,SEC24B,regulation
HLA-DQA1,EXOC3L2,coexpression
HLA-DQA1,HLA-DQB3,coexpression
HLA-DQA1,BZW2,coexpression
HLA-DQA1,PURPL,coexpression
HLA-DQA1,IRAK1BP1,coexpression
HLA-DQA1,LINC01016,coexpression
PKNOX2,ACE3P,regulation
PKNOX2,DACH1,regulation
PKNOX2,CTNNA1P1,regulation
PKNOX2,GABRA2,coexpression
KLHL4,ROBO1,same_pathway
KLHL4,SPRING1P3,coexpression
KLHL4,JADRR,same_pathway
KLHL4,CDR2L,regulation
IQUB,APLNR,regulation
IQUB,FAM157C,regulation
IQUB,PDS5B,same_pathway
IQUB,LINC01680,coexpression
IQUB,MAPK7,regulation
IQUB,MIR548AG1,same_pathway
IQUB,ZBTB16,coexpression
IQUB,LINC02664,regulation
PTCD2,DMXL1,same_pathway
PTCD2,MTND2P9,regulation
FERMT2,RNU6-281P,regulation
FERMT2,ZAN,same_pathway
RBMS3,LINC01572,coexpression
OR2W6P,SDK1,regulation
OR2W6P,MCPH1-AS1,coexpression
CCNY,DAPK2,regulation
CCNY,LINC02541,regulation
PICALM,RNU4-42P,same_pathway
PICALM,STXBP6,same_pathway
PICALM,TFDP1P1,regulation
PCDHGB1,KANSL1,coexpression
PCDHGB1,SPPL2C,coexpression
PCDHGB1,ZNF101P1,coexpression
PCDHGB1,RPL23AP28,same_pathway
PCDHGB1,LINC03041,regulation
RPS23P5,SUDS3,coexpression
PABPC4,CDC42EP3,coexpression
GEMIN7,SNORA74,regulation
GEMIN7,ASB3,same_pathway
RPL32P25,RFX6,same_pathway
RPL32P25,RPS16P9,same_pathway
RPL32P25,MAILR,coexpression
RPL32P25,TRAPPC6A,same_pathway
RPL32P25,ABCF3,regulation
RPL32P25,RMDN2-AS1,same_pathway
OR8H1,COL25A1,coexpression
ASB3,CELF1,regulation
ASB3,ZSCAN12,same_pathway
ASB3,MYRIP,same_pathway
ASB3,MOB3B,regulation
ASB3,ADGRF2P,same_pathway
PRICKLE1,HLA-DRB9,regulation
PRICKLE1,SRRM3,same_pathway
ARHGAP15,TGM6,same_pathway
ARHGAP15,ZNF594-DT,regulation
ARHGAP15,SRBD1,regulation
TULP4,SDK1,same_pathway
GPR180,WDPCP,coexpression
GPR180,LINC02775,regulation
STMN4,RPL7L1P20,coexpression
STMN4,RPS19P6,same_pathway
STMN4,NFIC,regulation
PCDHGA2,RNU2-9P,regulation
PCDHGA2,PPIAP45,same_pathway
PCDHGA2,RAD23B,coexpression
PCDHGA2,CDH19,coexpression
PCDHGA2,MELK,regulation
PCDHGA2,OBI1-AS1,coexpression
PCDHGA2,LINC02923,same_pathway
PCDHGA2,SBNO1,same_pathway
PCDHGA2,FOXP4-AS1,same_pathway
PCDHGA2,LINC01789,same_pathway
PCDHGA2,ADGRG4,same_pathway
LINC02098,RPL12P42,coexpression
LINC02098,NAALADL2,coexpression
LINC02098,SLC2A9-AS1,coexpression
LINC02098,RASGEF1C,coexpression
ABCB9,RFC3,same_pathway
PLCG2,HIP1R,regulation
PLCG2,NIHCOLE,coexpression
PLCG2,EYA4,coexpression
PLCG2,PFDN1,coexpression
PLCG2,EPHA4,same_pathway
CCDC112,CST8,regulation
CCDC112,RABEPKP1,regulation
CCDC112,C12orf42,regulation
CCDC112,MOB3B,regulation
CCDC112,RN7SKP211,same_pathway
SLC19A4P,LINC01505,same_pathway
SLC19A4P,RPS12P24,regulation
SLC19A4P,HDAC9,same_pathway
SLC19A4P,ERN1,coexpression
SLC19A4P,CTSH,regulation
SLC19A4P,PTCD2,coexpression
SLC19A4P,RN7SL299P,coexpression
SLC19A4P,NCOA5LP,regulation
SLC19A4P,HMG20A,regulation
SLC19A4P,MGMT,coexpression
SLC19A4P,CTSB,coexpression
SLC19A4P,UNC5C-AS1,same_pathway
SLC19A4P,PRPF19P1,same_pathway
SLC19A4P,PTPRS,regulation
SLC19A4P,POLR3B,regulation
ZNF652,TRMO,regulation
CASTOR3P,RBM20,same_pathway
CASTOR3P,LRFN2,coexpression
CASTOR3P,ADGRF2P,same_pathway
CASTOR3P,OTOGL,same_pathway
LINC02512,CAMSAP1,coexpression
LINC02512,TPM3P3,same_pathway
LINC01671,ZNF689,same_pathway
LINC01671,AARS2,regulation
LINC01671,RNU6-909P,regulation
LINC01671,GTF2H3,regulation
LINC01671,LINC02279,regulation
SORL1-AS1,PSMC6,same_pathway
SORL1-AS1,RAD52P1,regulation
SORL1-AS1,NCS1,same_pathway
SORL1-AS1,CLXN,coexpression
SORL1-AS1,MIR378C,regulation
SORL1-AS1,MIX23P2,regulation
SORL1-AS1,MEF2C-AS1,coexpression
SORL1-AS1,OR4S1,same_pathway
SORL1-AS1,SALL4P5,regulation
SORL1-AS1,CBLN2,regulation
SCARB2,LINC03006,regulation
SCARB2,AGFG2,coexpression
SCARB2,SGK3,same_pathway
SCARB2,LRRC4C,same_pathway
RNU1-80P,LINC02653,same_pathway
RNU1-80P,SNORA70,regulation
RNU1-80P,PRRC2C,regulation
RN7SKP27,NEPRO-AS1,same_pathway
FKBP1C,PPP1R37,same_pathway
GALR1,MDFIC,same_pathway
SEMA6D,FBXL7,coexpression
SEMA6D,TEX41,same_pathway
SEMA6D,LINC02438,same_pathway
SEMA6D,MSRA,coexpression
SEMA6D,HLA-DRB9,regulation
SEMA6D,FST,regulation
SEMA6D,DNAH14,regulation
SEMA6D,LINC02762,same_pathway
SEMA6D,KLC3,regulation
SEMA6D,SLC16A9,same_pathway
NRXN3,DAPK2,regulation
NRXN3,CACNA1G,coexpression
LINC00923,PHF21B,regulation
LINC00923,MARCKS,coexpression
RAB11AP2,MS4A2,regulation
RNA5SP489,GPBP1,coexpression
MS4A4A,MUC19,regulation
MS4A4A,NSF,coexpression
MS4A4A,HEYL,same_pathway
MS4A4A,SH2D4B,same_pathway
MS4A4A,STC1,coexpression
LINC00467,ADGRB3,coexpression
LINC00467,AP2A2,same_pathway
LINC00467,BCL11A,same_pathway
LINC00467,HSPA8P5,regulation
MEI4,RN7SKP141,same_pathway
PILRA,RSPH6A,same_pathway
PILRA,UBE2V2,coexpression
PILRA,PNP,same_pathway
C10orf71,ATP5MFP3,coexpression
C10orf71,PRR15-DT,regulation
C10orf71,SLC66A2P1,regulation
ATXN2L,MIR29B2CHG,regulation
ATXN2L,VAV3-AS1,coexpression
ATXN2L,HLA-DRB5,coexpression
ATXN2L,TOP1,same_pathway
ATXN2L,C1GALT1,regulation
TFR2,CAMTA1,regulation
MIR4280HG,PIK3CG,regulation
MIR4280HG,RNA5SP189,coexpression
MIR4280HG,LINC02414,regulation
PUM3,HTR1A,coexpression
RBM20,RPL7P60,regulation
RBM20,LCP1,same_pathway
RBM20,ZNF285,coexpression
RBM20,SELENOO,coexpression
LINC02705,BICD1-AS1,same_pathway
LINC02705,ASMER1,regulation
LINC02705,KLHL4,regulation
SDR42E2,LINC02763,coexpression
SDR42E2,CD72,coexpression
RN7SKP277,PRRC2C,regulation
RN7SKP277,KRTCAP2,same_pathway
RN7SKP277,PITPNM2,coexpression
RN7SKP277,RPS20P10,coexpression
RN7SKP277,IKZF1,regulation
RN7SKP277,IRX1,regulation
RN7SKP277,FLRT2,same_pathway
RN7SKP277,NYAP2,coexpression
RN7SKP277,CST6,same_pathway
RN7SKP277,IL19,coexpression
RN7SKP277,RCN2,same_pathway
RN7SKP277,GRM7-AS3,same_pathway
LCORL,PLCG2,coexpression
LCORL,LINC02941,regulation
LCORL,TENT5A,coexpression
LCORL,LINC01866,coexpression
LCORL,SLC35C1,same_pathway
PGPEP1,LINC02836,coexpression
PGPEP1,CTNNA3,regulation
LSAMP,SETX,coexpression
LSAMP,TRH,same_pathway
LSAMP,SEMA3A,same_pathway
LSAMP,LINC01031,coexpression
SORCS3,EEF1A1P27,coexpression
MIR5692A2,RAB3D,same_pathway
MIR5692A2,CDK13,same_pathway
MIR5692A2,FLNB,coexpression
CELA3B,RNU6-637P,coexpression
SEPTIN5,ARVCF,regulation
SEPTIN5,MOBP,coexpression
SEPTIN5,LINC01861,coexpression
SEPTIN5,CYCSP19,regulation
SEPTIN5,SAMD12-AS1,regulation
RPS18P6,CCNT2-AS1,same_pathway
RPS18P6,FRMD4A; FRMD4A; FRMD4A,same_pathway
RPS18P6,LINC02214,coexpression
RPS18P6,RLIG1P3,coexpression
RPS18P6,LINC02438,regulation
CPS1,IGDCC4,coexpression
CPS1,RPL32P25,regulation
TMEM276-ZFTRAF1,MPP3,coexpression
TMEM276-ZFTRAF1,RNU7-190P,coexpression
TMEM276-ZFTRAF1,PPID,regulation
TMEM276-ZFTRAF1,CDH13,regulation
TMEM276-ZFTRAF1,NBAS,same_pathway
PLA2G10FP,DISC1FP1,coexpression
PLA2G10FP,AOX1,regulation
PLA2G10FP,CCDC162P,same_pathway
PLA2G10FP,PPP1R2P5,regulation
PLA2G10FP,CIMAP3,coexpression
LINC02057,PRRC2C,coexpression
LINC02057,SNX1,regulation
LINC02057,TULP4,coexpression
LINC02057,RNU2-36P,regulation
LINC02057,HP1BP3,same_pathway
RN7SKP141,RNA5SP43,coexpression
RN7SKP141,RN7SKP168,regulation
RN7SKP141,KLF16,same_pathway
RN7SKP141,DLX5,same_pathway
RN7SKP141,BNIP3,regulation
RN7SKP141,ARIH2,regulation
RN7SKP141,RAD23BP2,regulation
RN7SKP141,HMGB1P26,coexpression
RN7SKP141,LINC00423,same_pathway
RN7SKP141,LINC02227,coexpression
RN7SKP141,LINC02057,coexpression
CD33,RAB31,coexpression
CD33,RPL7AP61,coexpression
CD33,BARHL2,regulation
SAMMSON,MACROD2,coexpression
SAMMSON,NBEAL1,regulation
SAMMSON,KCNK1,coexpression
SAMMSON,LINC00648,same_pathway
PLEC,CTNNA1P1,coexpression
PLEC,RBCK1,regulation
PLEC,LAMB2,same_pathway
FKBP8,MTATP6P30,coexpression
FKBP8,PPIAP17,coexpression
FKBP8,DLC1,regulation
FKBP8,LINC01428,regulation
FKBP8,FNBP4,same_pathway
FKBP8,SLC38A1,coexpression
FKBP8,LINC00895,regulation
FKBP8,RPL23AP28,same_pathway
FKBP8,RPSAP2,regulation
FKBP8,LINC02532,regulation
FKBP8,BDH1,same_pathway
FKBP8,CMTM5,coexpression
FKBP8,IGHV3-64,regulation
FKBP8,C1S,coexpression
LINC01099,CDHR3,coexpression
LINC01099,TFDP1P1,regulation
LINC01099,CAMKV,coexpression
LINC01099,ERC2,coexpression
LINC01099,CDCP1,regulation
TET2-AS1,LRRIQ3,regulation
TET2-AS1,NRXN1-DT,coexpression
TET2-AS1,VWA5B1,coexpression
